key,2,3,4
713,,暫時離開一下。,zanshilikaiyixia
714,,希望組隊。,xiwangzudui
715,,輕銳小隊,qingruixiaodui
716,,滿編小隊,manbianxiaodui
717,,我還沒有適應。,wohaimeiyoushiying
718,,要補充隊員嗎？,yaobuchongduiyuanma?
800,@,【戰術】,zhanshu.
801,,請跟上。,qinggenshang
802,,我會跟上的。,wohuigenshangde
803,,調查看看。,diaochakankan
804,,我找到了！,wozhaodaole
805,,全力攻擊！,quanligongji
806,,稍微退後些。,shaoweituihouxie
807,,請留意仇恨值。,qingliuyichouhenzhi
808,,先幹掉這個！,xiangandiaozhege
809,,請不要攻擊。,qingbuyaogongji
810,,拉住那隻怪！,lazhunazhiguai
811,,請使它無效化。,qingshitawuxiaohua
812,,治療！,zhiliao
813,,快加上！,kuaijiashang
814,,快跑！,kuaipao
815,,救命！,jiuming
816,,停止！,tingzhi
817,,待命中。,daimingzhong
818,,沒剩下了。,meishengxiale
819,,沒有了。,meiyoule
820,,請節約一點。,qingjieyueyidian
821,,我會節約的。,wohuijieyuede
822,,裝備的耐久度下降了。,zhuangbeidenaijiuduxiajiangle
823,,準備完畢！,zhunbeiwanbi
824,,請標記怪物。,qingbiaojiguaiwu
825,,用這個吧。,yongzhegeba
826,,休息一下吧。,xiuxiyixiaba
827,,我去引敵人過來。,woquyindirenguolai
828,,我去吸引敵人。,woquxiyindiren
829,,請等一下。,qingdengyixia
830,,在那邊集合吧。,zainabianjiheba
831,,我們走吧。,womenzouba
832,,請到那邊去。,qingdaonabianqu
833,,我現在過去。,woxianzaiguoqu
834,,馬上回來。,mashanghuilai
835,,請快點擲骰。,qingkuaidianzhitou
836,,弱點：,ruodian
837,,注意：,zhuyi
838,,推薦：,tuijian
839,,討伐順序：,taofashunxu
840,,所需物品：,suoxuwupin
841,,請保持住敵人的仇恨。,qingbaochizhudirendechouhen
842,,敵人正在靠近！,direnzhengzaikaojin
843,,請不要在意。,qingbuyaozaiyi
844,,請不要管那個。,qingbuyaoguannage
845,,交換。,jiaohuan
846,,換我來！,huanwolai
847,,我先上！,woxianshang
848,,我們慢點打。,womenmandianda
849,,快做！,kuaizuo
850,,方向：,fangxiang
851,,快迴避！,kuaihuibi
852,,請朝後。,qingchaohou
853,,快去吃傷害。,kuaiquchishanghai
854,,讓敵人離遠點。,rangdirenliyuandian
855,,離遠點。,liyuandian
856,,離近點。,lijindian
857,,帶走。,daizou
859,,快切斷！,kuaiqieduan
860,,繼續維持！,jixuweichi
861,,一起打倒吧！,yiqidadaoba
862,,躲起來！,duoqilai
863,,搭乘了！,dachengle!
864,,請搭乘！,qingdacheng!
900,@,【職能】,zhineng.
901,,隊長,duizhang
902,,管理員,guanliyuan
903,,戰鬥菁英,zhandoujingying
904,,魔法導師,mofadaoshi
905,,大地使者,dadishizhe
906,,能工巧匠,nenggongqiaojiang
907,,防護職業,fanghuzhiye
908,,近戰職業,jinzhanzhiye
909,,遠程職業,yuanchengzhiye
910,,治療職業,zhiliaozhiye
911,,強化職業,qianghuazhiye
912,,魔法職業,mofazhiye
913,,進攻職業,jingongzhiye
950,@,【位置】,weizhi.
951,,位置,weizhi
952,,北,bei
953,,南,nan
954,,東,dong
955,,西,xi
956,,上,shang
957,,下,xia
958,,右,you
959,,左,zuo
960,,前面,qianmian
961,,後面,houmian
962,,旁邊,pangbian
963,,正面,zhengmian
964,,中央,zhongyang
965,,側面,cemian
966,,內側,neice
967,,外側,waice
968,,這邊,zhebian
969,,遠處,yuanchu
970,,那邊,nabian
971,,再近一些,zaijinyixie
972,,再遠一些,zaiyuanyixie
973,,入口,rukou
974,,出口,chukou
975,,背面,beimian
976,,一點,yidian
977,,兩點,liangdian
978,,三點,sandian
979,,四點,sidian
980,,五點,wudian
981,,六點,liudian
982,,七點,qidian
983,,八點,badian
984,,九點,jiudian
985,,十點,shidian
986,,十一點,shiyidian
987,,十二點,shierdian
1000,@,【時間】,shijian.
1001,,前天,qiantian
1002,,昨天,zuotian
1003,,今天,jintian
1004,,明天,mingtian
1005,,後天,houtian
1006,,上週,shangzhou
1007,,這週,zhezhou
1008,,下週,xiazhou
1009,,上午,shangwu
1010,,下午,xiawu
1011,,早晨,zaochen
1012,,中午,zhongwu
1013,,晚上,wanshang
1014,,星期,xingqi
1015,,星期日,xingqiri
1016,,星期一,xingqiyi
1017,,星期二,xingqier
1018,,星期三,xingqisan
1019,,星期四,xingqisi
1020,,星期五,xingqiwu
1021,,星期六,xingqiliu
1022,,假日,jiari
1023,,休息,xiuxi
1024,,長期,changqi
1025,,短期,duanqi
1026,,日期,riqi
1027,,秒,miao
1028,,分鐘,fenzhong
1029,,小時,xiaoshi
1030,,月,yue
1031,,年,nian
1032,,1月,yiyue
1033,,2月,eryue
1034,,3月,sanyue
1035,,4月,siyue
1036,,5月,wuyue
1037,,6月,liuyue
1038,,7月,qiyue
1039,,8月,bayue
1040,,9月,jiuyue
1041,,10月,shiyue
1042,,11月,shiyiyue
1043,,12月,shieryue
1044,,上個月,shanggeyue
1045,,這個月,zhegeyue
1046,,下個月,xiageyue
1047,,去年,qunian
1048,,今年,jinnian
1049,,明年,mingnian
1050,,現在,xianzai
1051,,馬上,mashang
1052,,任何時候,renheshihou
1053,,最初,zuichu
1054,,最後,zuihou
1055,,等待時間,dengdaishijian
1056,,剩餘時間,shengyushijian
1057,,結束時間,jieshushijian
1058,,第六星曆,diliuxingli
1059,,第七靈災,diqilingzai
1060,,第七星曆,diqixingli
1061,,之前,zhiqian
1062,,之後,zhihou
1150,@,【移動方式】,yidongfangshi.
1151,,行走,xingzou
1152,,奔跑,benpao
1153,,跟隨,gensui
1154,,陸行鳥,luxingniao
1155,,專屬陸行鳥,zhuanshuluxingniao
1156,,租借陸行鳥,zujieluxingniao
1157,,陸行鳥運輸,luxingniaoyunshu
1158,,坐騎,zuoqi
1159,,傳送,chuansong
1160,,返回,fanhui
1161,,都市傳送網,dushichuansongwang
1162,,飛空艇,feikongting
1163,,返回點,fanhuidian
1164,,定期船,dingqichuan
1165,,飛行坐騎,feixingzuoqi
1200,@,【設施】,sheshi.
1201,,乙太之光,yitaizhiguang
1202,,城內乙太之晶,chengneiyitaizhijing
1203,,冒險者公會,maoxianzhehanghui
1204,,公會,hanghui
1205,,商店,shangdian
1206,,陸行鳥欄,luxingniaolan
1207,,旅館,lvguan
1208,,客房,kefang
1209,,休息區,xiuxiqu
1210,,公會理符發行處,hanghuilifufaxingchu
1211,,通訊貝辦理處,tongxunbeibanlichu
1212,,市場布告板,shichangbugaoban
1213,,僱員窗口,guyuanchuangkou
1214,,修理工,xiuligong
1215,,飛艇坪,feitingping
1216,,郵差莫古力,youchaimoguli
1217,,碼頭,matou
1218,,渡輪碼頭,dulunmatou
1219,,搭乘點,dachengdian
1220,,黑渦軍令部,heiwojunlingbu
1221,,蛇巢司令部,shechaosilingbu
1222,,恆輝作戰總部,henghuizuozhanzongbu
1223,,冒險者住宅區,maoxianzhezhuzhaiqu
1224,,競技場接待處,jingjichangjiedaichu
1225,,怪物狩獵告示板,guaiwushouliegaoshiban
1226,,天氣預報員,tianqiyubaoyuan
1227,,美容師傳喚鈴,meirongshichuanhuanling
1228,,擴建區,kuojianqu
1229,,管弦樂琴,guanxianyueqin
1230,,木人,muren
1231,,魔晶石師傅,mojingshishifu
1232,,公寓,gongyu
1233,,投影台,touyingtai
1234,,交流簿,jiaoliubu
1235,,收藏櫃,shoucanggui
1236,,旅行筆錄,lvxingbilu
1250,@,【大國防聯軍】,daguofanglianjun.
1251,,大國防聯軍,daguofanglianjun
1252,,軍銜,junxian
1253,,軍需品,junxupin
1254,,補給品,bujipin
1255,,稀有品,xiyoupin
1256,,黑渦團,heiwotuan
1257,,雙蛇黨,shuangshedang
1258,,恆輝隊,henghuidui
1270,@,【部隊】,budui.
1271,,部隊,budui
1272,,署名,shuming
1273,,部隊公告,buduigonggao
1274,,部隊儲物櫃,buduichuwugui
1275,,部隊隊徽,buduiduihui
1276,,部隊特效,buduitexiao
1277,,部隊合建,buduihejian
1278,,部隊工房,buduigongfang
1279,,飛空艇探索,feikongtingtansuo
1280,,潛水艇探索,qianshuitingtansuo
1300,@,【遊戲系統】,youxixitong.
1301,,職業,zhiye
1302,,轉職,zhuanzhi
1303,,特職,tezhi
1304,,轉換特職,zhuanhuantezhi
1305,,靈魂水晶,linghunshuijing
1306,,等級,dengji
1307,,經驗值,jingyanzhi
1308,,守護神,shouhushen
1309,,民族,minzu
1310,,部族,buzu
1311,,地區,diqu
1312,,兵裝,bingzhuang
1313,,道具,daoju
1314,,套裝,taozhuang
1315,,休息獎勵,xiuxijiangli
1316,,單人,danren
1317,,小隊,xiaodui
1318,,坐騎,zuoqi
1319,,寵物,chongwu
1320,,僱員,guyuan
1321,,戰鬥,zhandou
1322,,製作,zhizuo
1323,,採集,caiji
1324,,耐久度,naijiudu
1325,,精鍊度,jingliandu
1326,,裝備適性,zhuangbeishixing
1327,,寶箱,baoxiang
1328,,目標,mubiao
1329,,鎖定,suoding
1330,,焦點目標,jiaodianmubiao
1331,,目標標記,mubiaobiaoji
1332,,選單,caidan
1333,,地圖,ditu
1334,,服務台,fuwutai
1335,,截圖,jietu
1336,,返回標題畫面,fanhuibiaotihuamian
1337,,退出遊戲,tuichuyouxi
1338,,關閉,guanbi
1339,,定型文,dingxingwen
1340,,情感動作,qinggandongzuo
1341,,成就,chengjiu
1342,,稱號,chenghao
1343,,貨幣,huobi
1344,,金幣,jinbi
1345,,交易,jiaoyi
1346,,調查,diaocha
1347,,自動跟隨,zidonggensui
1348,,團隊,tuandui
1349,,房屋,fangwu
1350,,友好度,youhaodu
1351,,友好關係等級,youhaoguanxidengji
1352,,最優隊員,zuiyouduiyuan
1353,,亞拉戈神典石,yalageshendianshi
1356,,投票驅逐,toupiaoquzhu
1357,,放棄任務投票,fangqirenwutoupiao
1358,,場景標記,changjingbiaoji
1359,,地面目標,dimianmubiao
1360,,武具投影,wujutouying
1362,,美容師,meirongshi
1363,,僱員探險,guyuantanxian
1364,,魂晶,hunjing
1365,,黃道武器,huangdaowuqi
1366,,星光變石,xingguangbianshi
1367,,魂靈,hunling
1368,,新星,xinxing
1369,,同盟徽章,tongmenghuizhang
1370,,怪物通緝令,guaiwutongjiling
1371,,法外戰區,fawaizhanqu
1372,,超越之力,chaoyuezhili
1373,,飼養陸行鳥,siyangluxingniao
1374,,天氣預報,tianqiyubao
1375,,亞拉戈詩學神典石,yalageshixueshendianshi
1376,,貢獻值,gongxianzhi
1377,,軍票,junpiao
1378,,狼印戰績,langyinzhanji
1379,,天極,tianji
1380,,鎮魂,zhenhun
1381,,兵團徽章,bingtuanhuizhang
1384,,隊長分配,duizhangfenpei
1385,,僅限貪婪,jinxiantanlan
1386,,通常分配,tongchangfenpei
1387,,元靈武器,yuanlingwuqi
1389,,永結同心,yongjietongxin
1390,,物品品級,wupinpinji
1391,,等級調整,dengjitiaozheng
1392,,天書奇談,tianshuqitan
1396,,解除限制,jiechuxianzhi
1397,,樂器演奏,yueqiyanzou
1398,,時尚品鑒,shishangpinjian
1400,@,【戰鬥】,zhandou.
1401,,攻擊,gongji
1402,,技能,jineng
1403,,共通技能,gongtongjineng
1404,,特性,texing
1405,,特職技能,tezhijineng
1406,,額外技能,ewaijineng
1407,,魔法,mofa
1408,,戰技,zhanji
1409,,能力,nengli
1410,,詠唱時間,yongchangshijian
1411,,複唱時間,fuchangshijian
1412,,行動適性,xingdongshixing
1413,,連結,lianjie
1414,,召喚獸,zhaohuanshou
1415,,搭檔,dadang
1416,,仇恨,chouhen
1417,,主動,zhudong
1418,,被動,beidong
1419,,無法戰鬥,wufazhandou
1420,,戰利品,zhanlipin
1421,,分配,fenpei
1422,,擲骰,zhitou
1423,,抗性,kangxing
1424,,習得,xide
1425,,索敵,suodi
1426,,範圍,fanwei
1427,,極限技,jixianji
1428,,敵人,diren
1429,,魔物,mowu
1430,,惡名菁英,emingjingying
1432,,連鎖獎勵,liansuojiangli
1433,,兵裝轉換獎勵,bingzhuangzhuanhuanjiangli
1434,,等級同步,dengjitongbu
1435,,對戰技能,duizhanjineng
1436,,範圍攻擊,fanweigongji
1437,,前方範圍攻擊,qianfangfanweigongji
1438,,後方範圍攻擊,houfangfanweigongji
1439,,全屏攻擊,quanpinggongji
1440,,前哨,qianshao
1441,,莊園遺跡,zhuangyuanyiji
1442,,據點,judian
1443,,軍旗,junqi
1444,,佔領,zhanling
1445,,中立化,zhonglihua
1446,,戰術值,zhanshuzhi
1447,,市場遺跡,shichangyiji
1448,,太陽神殿,taiyangshendian
1449,,連擊,lianji
1450,,奮戰技,fenzhanji
1451,,單體攻擊,dantigongji
1452,,弩砲,nupao
1453,,亞拉戈石文,yalageshiwen
1454,,利爪隊,lizhuadui
1455,,尖牙隊,jianyadui
1456,,戰章,zhanzhang
1458,,危急時刻,weijishike
1462,,奮戰補給箱,fenzhanbujixiang
1466,,奮戰道具包,fenzhandaojubao
1467,,補給箱,bujixiang
1468,,擊暈,jiyun
1469,,擊倒,jidao
1470,,助攻,zhugong
1471,,連續攻擊,lianxugongji
1472,,突進攻擊,tujingongji
1473,,擊退,jitui
1474,,吸引,xiyin
1475,,冰封的石文,bingfengdeshiwen
1476,,情報值,qingbaozhi
1477,,狼心,langxin
1478,,狼心包,langxinbao
1479,,核心,hexin
1480,,魔導結界,modaojiejie
1481,,防禦塔,fangyuta
1482,,機庫,jiku
1483,,青磷水,qinglinshui
1484,,動力發生器,donglifashengqi
1485,,蒸汽加農砲,zhengqijianongpao
1486,,自走維京人偶,zizouweijingrenou
1487,,自走法師人偶,zizoufashirenou
1488,,機動兵器,jidongbingqi
1489,,巡航驅逐者,xunhangquzhuzhe
1490,,壓迫者,yapozhe
1491,,殘暴正義號,canbaozhengyihao
1492,,職能技能,zhinengjineng
1494,,快捷發言,kuaijiefayan
1496,,青磷引擎車,qinglinyinqingche
1497,,哥布林坦克,gebulintanke
1498,,哥布林傭兵,gebulinyongbing
1499,,戰略值,zhanlvezhi
1500,@,【線上狀態】,zaixianzhuangtai.
1501,,線上,zaixian
1502,,離開,likai
1503,,忙碌,manglu
1504,,希望組隊,xiwangzudui
1505,,接受鑲嵌魔晶石請求,jieshouxiangqianmojingshiqingqiu
1506,,任務中,renwuzhong
1507,,離線,lixian
1508,,隊員招募中,duiyuanzhaomuzhong
1509,,新人,xinren
1510,,指導者,zhidaozhe
1511,,戰鬥指導者,zhandouzhidaozhe
1512,,對戰指導者,duizhanzhidaozhe
1513,,製作採集指導者,zhizuocaijizhidaozhe
1514,,角色扮演中,juesebanyanzhong
1515,,回歸者,huiguizhe
1516,,過場劇情中,guochangjuqingzhong
1521,,無垢的大地,wugoudedadi
1522,,契約,qiyue
1523,,戰術水晶,zhanshushuijing
1524,,水晶點,shuijingdian
1525,,勝利之星,shenglizhixing
1526,,星極隊,xingjidui
1527,,靈極隊,lingjidui
1550,@,【社交】,shejiao.
1551,,聊天,liaotian
1552,,悄悄話,qiaoqiaohua
1553,,說話,shuohua
1554,,喊話,hanhua
1555,,呼喊,huhan
1556,,好友名單,haoyoumingdan
1557,,黑名單,heimingdan
1558,,玩家搜索,wanjiasousuo
1559,,通訊貝,tongxunbei
1560,,莫古郵件,moguyoujian
1564,,論壇,luntan
1565,,排名,paiming
1566,,軍內排名,junneipaiming
1567,,部隊排名,buduipaiming
1568,,小隊,xiaodui
1569,,團隊,tuandui
1570,,通訊貝,tongxunbei
1571,,部隊,budui
1572,,新人,xinren
1573,,戰隊,zhandui
1574,,跨服通訊貝,kuafutongxunbei
1575,,跨服通訊貝,kuafutongxunbei
1576,,戰友列表,zhanyouliebiao
1600,@,【採集與製作】,caijiyuzhizuo.
1601,,碎晶,suijing
1602,,水晶,shuijing
1603,,晶簇,jingcu
1604,,魔晶石,mojingshi
1605,,精製魔晶石,jingzhimojingshi
1606,,魔晶石工藝,mojingshigongyi
1607,,市場,shichang
1608,,搜索道具,sousuodaoju
1609,,優質,youzhi
1610,,珍稀,zhenxi
1611,,獨佔,duzhan
1612,,素材,sucai
1613,,簡易製作,jianyizhizuo
1614,,品質,pinzhi
1615,,高品質,gaopinzhi
1616,,最高品質,zuigaopinzhi
1617,,修理,xiuli
1618,,修理品,xiulipin
1619,,染色,ranse
1620,,良材,liangcai
1621,,採伐,caifa
1622,,割草,gecao
1623,,礦脈,kuangmai
1624,,採掘,caijue
1625,,碎石,suishi
1626,,釣魚,diaoyu
1627,,鑲嵌魔晶石,xiangqianmojingshi
1628,,禁忌鑲嵌,jinjixiangqian
1629,,栽培,zaipei
1630,,培育,peiyu
1631,,收穫,shouhuo
1632,,秘籍,miji
1633,,分解,fenjie
1634,,釣場之王,diaochangzhiwang
1635,,放生,fangsheng
1636,,未知的採集地點,weizhidecaijididian
1637,,收藏品,shoucangpin
1638,,專家,zhuanjia
1639,,護符,hufu
1640,,傳承錄,chuanchenglu
1642,,大地工票,dadigongpiao
1647,,巧手黃票,qiaoshouhuangpiao
1648,,大地黃票,dadihuangpiao
1649,,巧手白票,qiaoshoubaipiao
1650,,大地白票,dadibaipiao
1651,,簡易採集,jianyicaiji
1652,,製作練習,zhizuolianxi
1653,,蒼天街振興票,tianqiongjiezhenxingpiao
1654,,收藏價值,shoucangjiazhi
1655,,巧手紫票,qiaoshouzipiao
1656,,大地紫票,dadizipiao
1657,,刺魚,ciyu
1658,,開拓採集,kaituocaiji
1659,,開拓製作,kaituozhizuo
1660,,謝爾達萊青船幣,xieerdalaiqingchuanbi
1661,,謝爾達萊綠島幣,xieerdalailvdaobi
1900,@,【蠻神與蠻族】,manshenyumanzu.
1901,,蠻神,manshen
1902,,伊弗利特,yifulite
1903,,泰坦,taitan
1904,,迦樓羅,jialouluo
1905,,巴哈姆特,bahamute
1906,,莫古爾·莫古十二世,moguermogushiershi
1907,,蠻族,manzu
1908,,蜥蜴人,xiyiren
1909,,妖精,yaojing
1910,,鳥人,niaoren
1911,,地靈,diling
1912,,魚人,yuren
1913,,利維亞桑,liweiyasang
1914,,拉姆,lamu
1915,,希瓦,xiwa
1916,,亞歷山大,yalishanda
1917,,羅波那,luobona
1918,,俾斯麥,bisimai
1919,,骨頜族,guhezu
1920,,瓦努族,wanuzu
1921,,哥布林,gebulin
1922,,龍族,longzu
1923,,尼德霍格,nidehuoge
1924,,薩菲洛特,safeiluote
1925,,索菲婭,suofeiya
1926,,祖爾宛,zuerwan
1927,,甲人族,jiarenzu
1928,,阿難陀族,anantuozu
1929,,須佐之男,xuzuozhinan
1930,,吉祥天女,jixiangtiannv
1931,,神龍,shenlong
1932,,歐米茄,oumijia
1933,,白虎,baihu
1934,,月讀,yuedu
1935,,莫古力,moguli
1936,,鯰魚精,nianyujing
1937,,不死鳥,businiao
1938,,奧丁,aoding
1939,,朱雀,zhuque
1940,,青龍,qinglong
1941,,緹坦妮雅,titanniya
1942,,無瑕靈君,wuxialingjun
1943,,哈迪斯,hadisi
1944,,矮人族,airenzu
1945,,仙子族,xianzizu
1946,,恩莫族,enmozu
1947,,奇塔利族,qitalizu
1948,,紅寶石神兵,hongbaoshishenbing
1949,,光之戰士,guangzhizhanshi
1950,,綠寶石神兵,lvbaoshishenbing
1951,,鑽石神兵,zuanshishenbing
1952,,象魔族,xiangmozu
1953,,悌陽象族,tiyangxiangzu
1954,,兔兔族,tutuzu
1955,,佐迪亞克,zuodiyake
1956,,海德林,haidelin
1957,,奧密克戎族,aomikerongzu
1958,,巴爾巴莉希婭,baerbalixiya
2000,@,【任務】,renwu.
2001,,任務副本,renwufuben
2002,,任務,renwu
2003,,主線任務,zhuxianrenwu
2004,,支線任務,zhixianrenwu
2005,,職業任務,zhiyerenwu
2006,,特職任務,tezhirenwu
2007,,軍隊任務,junduirenwu
2008,,危命任務,weimingrenwu
2009,,公會理符,hanghuilifu
2010,,理符任務,lifurenwu
